Network,ldz,Depot,Work Order,Root Work Order,Emergency Date,Gas Prevented,Time Difference,Address,MTD,Less 12,Great 12,Count
EG,EA,BEDFORD,W1048768,W1048767,2026-05-26 10:24:00,2026-05-27 01:11:24,14.79,182 CHURCH LANE BEDFORD EA9 1LA,1,0,1,1
EG,EA,IPSWICH,W1048769,W1048768,2026-05-26 02:06:00,2026-05-26 10:37:12,8.52,107 MARKET SQUARE IPSWICH EA7 5JZ,0,1,0,1
EG,NW,WARRINGTON,W1048770,W1048768,2026-05-27 13:28:00,2026-05-28 02:35:26,13.12,199 BRIDGE ROAD WARRINGTON NW9 3JE,0,0,1,1
EG,NW,WIGAN,W1048771,W1048766,2026-05-26 12:49:00,2026-05-26 18:33:44,5.75,118 BRIDGE ROAD WIGAN NW9 5RX,1,1,0,1
EG,WM,DUDLEY,W1048772,W1048771,2026-05-26 12:00:00,2026-05-27 01:28:54,13.48,39 HIGH STREET DUDLEY WM4 4EQ,0,0,1,1
EG,SE,EASTBOURNE,W1048773,W1048769,2026-05-27 13:43:00,2026-05-27 21:36:36,7.89,184 MILL ROAD EASTBOURNE SE7 3BU,1,1,0,1
EG,WM,WALSALL,W1048774,W1048769,2026-05-26 06:01:00,2026-05-26 13:09:22,7.14,148 MARKET SQUARE WALSALL WM1 1LA,1,1,0,1
EG,SC,PERTH,W1048775,W1048772,2026-05-26 12:17:00,2026-05-26 20:09:07,7.87,136 PARK AVENUE PERTH SC6 3JE,0,1,0,1
EG,NW,LIVERPOOL,W1048776,W1048774,2026-05-26 15:09:00,2026-05-27 06:04:31,14.93,187 NEW STREET LIVERPOOL NW8 5EE,1,0,1,1
EG,SE,CROYDON,W1048777,W1048775,2026-05-27 03:57:00,2026-05-27 10:20:35,6.39,146 STATION ROAD CROYDON SE6 4BH,1,1,0,1
EG,SE,MAIDSTONE,W1048778,W1048773,2026-05-27 03:32:00,2026-05-27 15:44:16,12.2,177 STATION ROAD MAIDSTONE SE9 4BH,0,0,1,1
EG,SC,ABERDEEN,W1048779,W1048778,2026-05-26 11:17:00,2026-05-26 22:15:06,10.97,72 KING STREET ABERDEEN SC8 1GF,1,1,0,1
EG,NE,DURHAM,W1048780,W1048778,2026-05-26 13:39:00,2026-05-26 21:51:49,8.21,98 MARKET SQUARE DURHAM NE3 4EQ,1,1,0,1
EG,SO,PORTSMOUTH,W1048781,W1048777,2026-05-27 22:10:00,2026-05-28 03:41:38,5.53,107 NEW STREET PORTSMOUTH SO2 4EQ,0,1,0,1
EG,NT,LEICESTER,W1048782,W1048780,2026-05-27 03:34:00,2026-05-27 09:49:52,6.26,190 MARKET SQUARE LEICESTER NT6 2DU,1,1,0,1
EG,NT,MANSFIELD,W1048783,W1048782,2026-05-26 04:57:00,2026-05-26 14:36:11,9.65,23 VICTORIA ROAD MANSFIELD NT2 3AB,0,1,0,1
EG,SO,PORTSMOUTH,W1048784,W1048779,2026-05-27 11:55:00,2026-05-28 01:58:21,14.06,35 CASTLE STREET PORTSMOUTH SO5 2EE,1,0,1,1
EG,NT,DERBY,W1048785,W1048782,2026-05-26 08:06:00,2026-05-26 23:02:01,14.93,165 BRIDGE ROAD DERBY NT4 2DU,0,0,1,1
EG,EA,IPSWICH,W1048786,W1048784,2026-05-26 23:44:00,2026-05-27 05:05:38,5.36,136 PARK AVENUE IPSWICH EA7 4BH,1,1,0,1
EG,EA,PETERBOROUGH,W1048787,W1048783,2026-05-27 23:16:00,2026-05-28 08:26:39,9.18,166 BROAD STREET PETERBOROUGH EA1 3JE,0,1,0,1
EG,NE,NEWCASTLE,W1048788,W1048785,2026-05-26 17:14:00,2026-05-27 02:50:08,9.6,64 CASTLE STREET NEWCASTLE NE9 3AB,0,1,0,1
EG,SO,SOUTHAMPTON,W1048789,W1048788,2026-05-27 15:45:00,2026-05-28 00:58:56,9.23,159 STATION ROAD SOUTHAMPTON SO4 1GF,0,1,0,1
EG,SE,HORSHAM,W1048790,W1048788,2026-05-27 06:37:00,2026-05-27 13:06:08,6.49,158 KING STREET HORSHAM SE5 3JE,0,1,0,1
EG,WM,WALSALL,W1048791,W1048787,2026-05-27 05:29:00,2026-05-27 14:30:05,9.02,93 VICTORIA ROAD WALSALL WM6 1GF,0,1,0,1
EG,NW,WARRINGTON,W1048792,W1048787,2026-05-27 05:05:00,2026-05-27 10:10:52,5.1,73 NEW STREET WARRINGTON NW7 5JZ,0,1,0,1
EG,SC,PERTH,W1048793,W1048791,2026-05-26 18:52:00,2026-05-27 03:13:30,8.36,197 NEW STREET PERTH SC9 3AB,1,1,0,1
EG,NW,MANCHESTER,W1048794,W1048791,2026-05-27 10:57:00,2026-05-27 22:31:07,11.57,178 MARKET SQUARE MANCHESTER NW9 3BU,0,1,0,1
EG,WM,DUDLEY,W1048795,W1048790,2026-05-27 14:48:00,2026-05-28 00:01:22,9.22,99 MARKET SQUARE DUDLEY WM4 2DU,0,1,0,1
EG,WM,COVENTRY,W1048796,W1048794,2026-05-26 04:59:00,2026-05-26 12:28:22,7.49,105 MILL ROAD COVENTRY WM7 4BH,1,1,0,1
EG,SE,GUILDFORD,W1048797,W1048793,2026-05-27 16:42:00,2026-05-28 05:25:27,12.72,134 MARKET SQUARE GUILDFORD SE7 4AH,0,0,1,1
EG,SO,SOUTHAMPTON,W1048798,W1048796,2026-05-27 19:45:00,2026-05-28 02:56:46,7.2,164 STATION ROAD SOUTHAMPTON SO3 3BU,0,1,0,1
EG,NE,DURHAM,W1048799,W1048796,2026-05-27 05:14:00,2026-05-27 19:42:53,14.48,86 BROAD STREET DURHAM NE2 1AA,1,0,1,1
EG,NT,DERBY,W1048800,W1048796,2026-05-27 18:27:00,2026-05-27 23:57:50,5.51,173 CHURCH LANE DERBY NT7 4AH,1,1,0,1
EG,SE,TUNBRIDGE WELLS,W1048801,W1048796,2026-05-27 21:29:00,2026-05-28 07:45:19,10.27,182 VICTORIA ROAD TUNBRIDGE WELLS SE3 4AH,0,1,0,1
EG,EA,CAMBRIDGE,W1048802,W1048797,2026-05-26 00:50:00,2026-05-26 05:09:54,4.33,191 BRIDGE ROAD CAMBRIDGE EA9 3JE,1,1,0,1
EG,SO,BASINGSTOKE,W1048803,W1048802,2026-05-27 05:20:00,2026-05-27 10:16:37,4.94,126 STATION ROAD BASINGSTOKE SO6 5RX,0,1,0,1
EG,SE,TUNBRIDGE WELLS,W1048804,W1048799,2026-05-26 18:44:00,2026-05-27 03:06:22,8.37,26 BROAD STREET TUNBRIDGE WELLS SE1 2DU,0,1,0,1
EG,EA,NORWICH,W1048805,W1048802,2026-05-27 05:17:00,2026-05-27 11:00:22,5.72,45 VICTORIA ROAD NORWICH EA5 4BH,1,1,0,1
EG,SO,BOURNEMOUTH,W1048806,W1048804,2026-05-27 16:12:00,2026-05-28 05:35:17,13.39,89 MILL ROAD BOURNEMOUTH SO2 3AB,1,0,1,1
EG,NW,WIGAN,W1048807,W1048806,2026-05-26 20:13:00,2026-05-27 09:43:39,13.51,66 CHURCH LANE WIGAN NW4 3BU,1,0,1,1
EG,SC,PERTH,W1048808,W1048804,2026-05-27 21:28:00,2026-05-28 08:56:41,11.48,128 VICTORIA ROAD PERTH SC5 4EQ,0,1,0,1
EG,SO,BOURNEMOUTH,W1048809,W1048804,2026-05-27 10:03:00,2026-05-27 16:19:29,6.27,18 HIGH STREET BOURNEMOUTH SO8 5JZ,0,1,0,1
EG,SE,CROYDON,W1048810,W1048806,2026-05-27 02:40:00,2026-05-27 16:30:59,13.85,161 KING STREET CROYDON SE9 4BH,0,0,1,1
EG,SO,SOUTHAMPTON,W1048811,W1048806,2026-05-26 15:53:00,2026-05-26 22:47:22,6.91,101 PARK AVENUE SOUTHAMPTON SO7 5EE,1,1,0,1
EG,SE,GUILDFORD,W1048812,W1048810,2026-05-26 14:07:00,2026-05-27 02:22:27,12.26,44 BRIDGE ROAD GUILDFORD SE4 3BU,1,0,1,1
EG,SO,SALISBURY,W1048813,W1048808,2026-05-26 23:03:00,2026-05-27 05:26:53,6.4,90 CHURCH LANE SALISBURY SO6 2EE,0,1,0,1
EG,WM,WOLVERHAMPTON,W1048814,W1048809,2026-05-27 23:47:00,2026-05-28 13:34:02,13.78,126 CHURCH LANE WOLVERHAMPTON WM1 1LA,1,0,1,1
EG,NE,NEWCASTLE,W1048815,W1048811,2026-05-26 16:44:00,2026-05-26 23:11:50,6.46,153 BRIDGE ROAD NEWCASTLE NE8 3BU,1,1,0,1
EG,SE,EASTBOURNE,W1048816,W1048812,2026-05-26 05:43:00,2026-05-26 13:53:03,8.17,67 MARKET SQUARE EASTBOURNE SE4 2DU,1,1,0,1
EG,SC,PAISLEY,W1048817,W1048812,2026-05-27 05:55:00,2026-05-27 20:29:58,14.58,113 STATION ROAD PAISLEY SC5 2EE,1,0,1,1
EG,SC,GLASGOW,W1048818,W1048813,2026-05-27 02:40:00,2026-05-27 13:19:24,10.66,87 PARK AVENUE GLASGOW SC7 5EE,0,1,0,1
EG,EA,CAMBRIDGE,W1048819,W1048815,2026-05-26 12:09:00,2026-05-26 23:58:15,11.82,31 HIGH STREET CAMBRIDGE EA2 1LA,1,1,0,1
EG,SE,CROYDON,W1048820,W1048816,2026-05-27 23:51:00,2026-05-28 11:41:07,11.84,166 HIGH STREET CROYDON SE5 4BH,0,1,0,1
EG,NE,SUNDERLAND,W1048821,W1048818,2026-05-26 22:46:00,2026-05-27 08:00:26,9.24,162 BROAD STREET SUNDERLAND NE4 1GF,1,1,0,1
EG,WM,COVENTRY,W1048822,W1048818,2026-05-26 19:20:00,2026-05-27 05:43:17,10.39,140 PARK AVENUE COVENTRY WM8 3AB,1,1,0,1
EG,EA,NORWICH,W1048823,W1048820,2026-05-27 16:37:00,2026-05-28 03:02:56,10.43,198 HIGH STREET NORWICH EA2 3AB,0,1,0,1
EG,SO,BASINGSTOKE,W1048824,W1048819,2026-05-26 10:18:00,2026-05-26 22:02:30,11.74,47 VICTORIA ROAD BASINGSTOKE SO1 1AA,0,1,0,1
EG,SC,DUNDEE,W1048825,W1048824,2026-05-26 04:25:00,2026-05-26 14:01:08,9.6,50 VICTORIA ROAD DUNDEE SC5 4BH,1,1,0,1
EG,EA,IPSWICH,W1048826,W1048825,2026-05-26 13:48:00,2026-05-26 23:47:42,10.0,138 BRIDGE ROAD IPSWICH EA6 2LT,1,1,0,1
EG,NT,NOTTINGHAM,W1048827,W1048825,2026-05-26 16:17:00,2026-05-26 22:11:02,5.9,161 BROAD STREET NOTTINGHAM NT2 1LA,1,1,0,1
EG,SO,SOUTHAMPTON,W1048828,W1048824,2026-05-27 21:58:00,2026-05-28 05:58:37,8.01,143 MARKET SQUARE SOUTHAMPTON SO3 3JE,0,1,0,1
EG,WM,WOLVERHAMPTON,W1048829,W1048827,2026-05-27 17:31:00,2026-05-28 04:51:59,11.35,112 CHURCH LANE WOLVERHAMPTON WM3 1AA,0,1,0,1
EG,NW,BLACKBURN,W1048830,W1048828,2026-05-27 04:34:00,2026-05-27 17:57:32,13.39,135 MARKET SQUARE BLACKBURN NW2 3AB,1,0,1,1
EG,SC,INVERNESS,W1048831,W1048826,2026-05-27 09:31:00,2026-05-27 23:53:31,14.38,106 NEW STREET INVERNESS SC5 1GF,1,0,1,1
EG,SE,GUILDFORD,W1048832,W1048829,2026-05-27 10:02:00,2026-05-27 19:02:12,9.0,39 NEW STREET GUILDFORD SE2 4EQ,0,1,0,1
EG,NE,DURHAM,W1048833,W1048830,2026-05-26 16:34:00,2026-05-26 21:06:25,4.54,139 VICTORIA ROAD DURHAM NE7 1LA,1,1,0,1
EG,WM,BIRMINGHAM,W1048834,W1048831,2026-05-26 20:00:00,2026-05-27 03:31:14,7.52,3 MILL ROAD BIRMINGHAM WM9 1AA,1,1,0,1
EG,NT,MANSFIELD,W1048835,W1048831,2026-05-27 08:31:00,2026-05-27 17:18:15,8.79,151 CHURCH LANE MANSFIELD NT9 3AB,1,1,0,1
EG,SO,PORTSMOUTH,W1048836,W1048832,2026-05-27 12:48:00,2026-05-27 20:26:07,7.64,57 CHURCH LANE PORTSMOUTH SO8 5JZ,1,1,0,1
EG,SE,EASTBOURNE,W1048837,W1048832,2026-05-27 07:12:00,2026-05-27 21:40:45,14.48,148 KING STREET EASTBOURNE SE7 3JE,0,0,1,1
EG,NE,DURHAM,W1048838,W1048837,2026-05-27 00:11:00,2026-05-27 06:35:15,6.4,75 CHURCH LANE DURHAM NE8 4AH,0,1,0,1
EG,SE,MAIDSTONE,W1048839,W1048838,2026-05-27 05:07:00,2026-05-27 15:43:11,10.6,3 STATION ROAD MAIDSTONE SE1 5EE,1,1,0,1
EG,NT,DERBY,W1048840,W1048836,2026-05-26 19:30:00,2026-05-27 09:00:26,13.51,165 MARKET SQUARE DERBY NT3 2EE,0,0,1,1
EG,SE,MAIDSTONE,W1048841,W1048836,2026-05-27 14:15:00,2026-05-28 04:59:29,14.74,105 PARK AVENUE MAIDSTONE SE9 1AA,1,0,1,1
EG,NE,DURHAM,W1048842,W1048837,2026-05-26 14:48:00,2026-05-26 22:04:42,7.28,185 CHURCH LANE DURHAM NE7 2EE,1,1,0,1
EG,SC,STIRLING,W1048843,W1048838,2026-05-27 16:28:00,2026-05-28 05:20:07,12.87,130 CASTLE STREET STIRLING SC6 5RX,1,0,1,1
EG,NT,NOTTINGHAM,W1048844,W1048842,2026-05-26 20:39:00,2026-05-27 06:32:14,9.89,68 BRIDGE ROAD NOTTINGHAM NT7 3BU,0,1,0,1
EG,SO,PORTSMOUTH,W1048845,W1048840,2026-05-27 05:21:00,2026-05-27 14:37:04,9.27,123 VICTORIA ROAD PORTSMOUTH SO5 3AB,0,1,0,1
EG,NT,DERBY,W1048846,W1048845,2026-05-26 07:32:00,2026-05-26 14:32:56,7.02,117 VICTORIA ROAD DERBY NT7 1LA,0,1,0,1
EG,NE,DURHAM,W1048847,W1048842,2026-05-27 10:23:00,2026-05-27 19:48:13,9.42,172 NEW STREET DURHAM NE4 4BH,0,1,0,1
EG,NW,MANCHESTER,W1048848,W1048847,2026-05-26 10:37:00,2026-05-26 14:45:06,4.14,74 STATION ROAD MANCHESTER NW2 2DU,1,1,0,1
EG,SC,PERTH,W1048849,W1048846,2026-05-27 09:02:00,2026-05-27 16:34:51,7.55,146 MILL ROAD PERTH SC4 5RX,1,1,0,1
EG,SE,HORSHAM,W1048850,W1048847,2026-05-27 04:55:00,2026-05-27 16:09:05,11.23,121 MILL ROAD HORSHAM SE4 3JE,0,1,0,1
EG,SC,GLASGOW,W1048851,W1048847,2026-05-27 07:12:00,2026-05-27 15:17:25,8.09,50 CASTLE STREET GLASGOW SC8 1LA,1,1,0,1
EG,EA,BEDFORD,W1048852,W1048848,2026-05-26 16:11:00,2026-05-27 04:12:57,12.03,31 MARKET SQUARE BEDFORD EA1 2EE,1,0,1,1
EG,NT,LEICESTER,W1048853,W1048849,2026-05-26 22:50:00,2026-05-27 08:04:13,9.24,49 VICTORIA ROAD LEICESTER NT7 4BH,0,1,0,1
EG,EA,BEDFORD,W1048854,W1048850,2026-05-27 07:37:00,2026-05-27 18:40:12,11.05,132 CASTLE STREET BEDFORD EA7 4EQ,1,1,0,1
EG,SO,SOUTHAMPTON,W1048855,W1048850,2026-05-27 21:36:00,2026-05-28 12:33:12,14.95,129 STATION ROAD SOUTHAMPTON SO6 5EE,0,0,1,1
EG,EA,NORWICH,W1048856,W1048853,2026-05-27 21:02:00,2026-05-28 05:54:50,8.88,36 MARKET SQUARE NORWICH EA3 2EE,0,1,0,1
EG,NE,NEWCASTLE,W1048857,W1048853,2026-05-26 22:11:00,2026-05-27 09:46:13,11.59,38 PARK AVENUE NEWCASTLE NE3 1LA,1,1,0,1
EG,NW,WIGAN,W1048858,W1048855,2026-05-27 07:01:00,2026-05-27 14:40:29,7.66,78 BROAD STREET WIGAN NW6 2LT,1,1,0,1
EG,NT,NOTTINGHAM,W1048859,W1048858,2026-05-27 14:20:00,2026-05-27 20:34:10,6.24,142 CASTLE STREET NOTTINGHAM NT8 3BU,0,1,0,1
EG,SE,TUNBRIDGE WELLS,W1048860,W1048857,2026-05-26 22:56:00,2026-05-27 09:25:36,10.49,142 VICTORIA ROAD TUNBRIDGE WELLS SE1 1GF,1,1,0,1
EG,EA,PETERBOROUGH,W1048861,W1048858,2026-05-27 06:44:00,2026-05-27 16:47:24,10.06,1 STATION ROAD PETERBOROUGH EA7 4EQ,1,1,0,1
EG,NT,DERBY,W1048862,W1048858,2026-05-26 19:23:00,2026-05-26 23:44:56,4.37,117 CASTLE STREET DERBY NT1 2DU,1,1,0,1
EG,NE,SUNDERLAND,W1048863,W1048862,2026-05-27 19:26:00,2026-05-28 04:21:57,8.93,17 KING STREET SUNDERLAND NE2 4AH,1,1,0,1
EG,SO,BASINGSTOKE,W1048864,W1048862,2026-05-27 00:52:00,2026-05-27 15:06:36,14.24,124 NEW STREET BASINGSTOKE SO6 5EE,0,0,1,1
EG,NT,MANSFIELD,W1048865,W1048860,2026-05-26 03:18:00,2026-05-26 18:03:49,14.76,186 MARKET SQUARE MANSFIELD NT5 3JE,0,0,1,1
EG,SC,STIRLING,W1048866,W1048865,2026-05-27 07:00:00,2026-05-27 20:34:43,13.58,110 CASTLE STREET STIRLING SC1 4EQ,1,0,1,1
EG,SC,GLASGOW,W1048867,W1048863,2026-05-27 21:58:00,2026-05-28 07:29:13,9.52,109 NEW STREET GLASGOW SC2 5EE,1,1,0,1
EG,NT,DERBY,W1048868,W1048866,2026-05-27 13:21:00,2026-05-28 00:41:01,11.33,12 PARK AVENUE DERBY NT8 3AB,1,1,0,1
EG,WM,DUDLEY,W1048869,W1048866,2026-05-27 07:47:00,2026-05-27 21:50:14,14.05,84 BRIDGE ROAD DUDLEY WM1 2LT,1,0,1,1
EG,NT,LINCOLN,W1048870,W1048868,2026-05-27 00:18:00,2026-05-27 04:43:48,4.43,85 CASTLE STREET LINCOLN NT9 4BH,0,1,0,1
EG,EA,BEDFORD,W1048871,W1048868,2026-05-27 16:28:00,2026-05-27 22:07:49,5.66,88 VICTORIA ROAD BEDFORD EA5 4AH,1,1,0,1
EG,NT,DERBY,W1048872,W1048871,2026-05-26 04:18:00,2026-05-26 18:39:11,14.35,5 BRIDGE ROAD DERBY NT6 2LT,0,0,1,1
EG,NT,LEICESTER,W1048873,W1048868,2026-05-26 03:25:00,2026-05-26 11:35:07,8.17,134 BROAD STREET LEICESTER NT7 2LT,0,1,0,1
EG,NE,MIDDLESBROUGH,W1048874,W1048871,2026-05-27 13:05:00,2026-05-27 19:37:25,6.54,73 HIGH STREET MIDDLESBROUGH NE5 2DU,1,1,0,1
EG,WM,BIRMINGHAM,W1048875,W1048874,2026-05-26 09:21:00,2026-05-26 19:25:19,10.07,9 BROAD STREET BIRMINGHAM WM3 4AH,0,1,0,1
EG,NT,NOTTINGHAM,W1048876,W1048872,2026-05-26 20:24:00,2026-05-27 03:48:42,7.41,79 MARKET SQUARE NOTTINGHAM NT6 4EQ,1,1,0,1
EG,WM,DUDLEY,W1048877,W1048876,2026-05-26 20:25:00,2026-05-27 02:44:22,6.32,56 PARK AVENUE DUDLEY WM8 5JZ,0,1,0,1
EG,NW,BOLTON,W1048878,W1048875,2026-05-27 16:58:00,2026-05-28 05:08:54,12.18,125 HIGH STREET BOLTON NW4 4AH,0,0,1,1
EG,WM,BIRMINGHAM,W1048879,W1048876,2026-05-26 08:17:00,2026-05-26 19:23:57,11.12,157 BROAD STREET BIRMINGHAM WM7 4BH,1,1,0,1
EG,SC,GLASGOW,W1048880,W1048879,2026-05-26 08:22:00,2026-05-26 14:41:44,6.33,182 NEW STREET GLASGOW SC5 1AA,1,1,0,1
EG,NT,DERBY,W1048881,W1048878,2026-05-26 09:00:00,2026-05-26 20:33:42,11.56,97 MILL ROAD DERBY NT8 2DU,0,1,0,1
EG,NT,DERBY,W1048882,W1048881,2026-05-27 00:37:00,2026-05-27 10:07:42,9.51,30 PARK AVENUE DERBY NT9 2EE,0,1,0,1
EG,SC,GLASGOW,W1048883,W1048881,2026-05-27 12:38:00,2026-05-27 17:49:39,5.19,47 NEW STREET GLASGOW SC6 2LT,0,1,0,1
EG,NE,GATESHEAD,W1048884,W1048881,2026-05-27 08:59:00,2026-05-27 17:28:50,8.5,40 STATION ROAD GATESHEAD NE4 3AB,0,1,0,1
EG,NW,WIGAN,W1048885,W1048883,2026-05-27 03:08:00,2026-05-27 11:59:18,8.86,152 NEW STREET WIGAN NW7 3AB,0,1,0,1
EG,NW,WIGAN,W1048886,W1048882,2026-05-27 15:17:00,2026-05-27 23:17:08,8.0,143 HIGH STREET WIGAN NW9 1GF,1,1,0,1
EG,NE,GATESHEAD,W1048887,W1048885,2026-05-26 02:48:00,2026-05-26 10:30:19,7.71,127 MILL ROAD GATESHEAD NE7 5EE,0,1,0,1
EG,SE,HORSHAM,W1048888,W1048884,2026-05-26 08:53:00,2026-05-26 22:52:25,13.99,65 VICTORIA ROAD HORSHAM SE7 2LT,1,0,1,1
EG,EA,NORWICH,W1048889,W1048886,2026-05-26 11:11:00,2026-05-26 19:54:53,8.73,73 STATION ROAD NORWICH EA9 1GF,0,1,0,1
EG,SO,BASINGSTOKE,W1048890,W1048887,2026-05-27 08:05:00,2026-05-27 19:20:30,11.26,147 MILL ROAD BASINGSTOKE SO4 4BH,1,1,0,1
EG,EA,NORWICH,W1048891,W1048886,2026-05-27 13:08:00,2026-05-27 17:21:48,4.23,49 NEW STREET NORWICH EA4 3BU,1,1,0,1
EG,SC,PERTH,W1048892,W1048889,2026-05-26 09:57:00,2026-05-26 15:51:35,5.91,122 BROAD STREET PERTH SC1 2EE,1,1,0,1
EG,SE,EASTBOURNE,W1048893,W1048892,2026-05-27 13:16:00,2026-05-28 02:33:36,13.29,70 HIGH STREET EASTBOURNE SE3 3BU,1,0,1,1
EG,NE,SUNDERLAND,W1048894,W1048891,2026-05-26 09:09:00,2026-05-26 16:43:51,7.58,88 PARK AVENUE SUNDERLAND NE9 2LT,0,1,0,1
EG,NW,STOCKPORT,W1048895,W1048893,2026-05-26 06:34:00,2026-05-26 13:22:50,6.81,32 CASTLE STREET STOCKPORT NW6 1LA,0,1,0,1
EG,EA,BEDFORD,W1048896,W1048893,2026-05-27 04:55:00,2026-05-27 19:33:42,14.65,93 KING STREET BEDFORD EA8 4BH,1,0,1,1
EG,EA,NORWICH,W1048897,W1048893,2026-05-26 16:57:00,2026-05-26 23:57:45,7.01,135 KING STREET NORWICH EA1 2DU,1,1,0,1
EG,NW,SALFORD,W1048898,W1048897,2026-05-26 12:12:00,2026-05-26 18:27:38,6.26,9 CASTLE STREET SALFORD NW3 1GF,0,1,0,1
EG,NT,MANSFIELD,W1048899,W1048898,2026-05-26 04:26:00,2026-05-26 13:36:06,9.17,116 CHURCH LANE MANSFIELD NT3 4EQ,1,1,0,1
EG,NW,SALFORD,W1048900,W1048896,2026-05-27 14:18:00,2026-05-27 23:04:42,8.78,158 STATION ROAD SALFORD NW9 5EE,0,1,0,1
EG,SE,TUNBRIDGE WELLS,W1048901,W1048897,2026-05-27 20:45:00,2026-05-28 05:47:09,9.04,76 MARKET SQUARE TUNBRIDGE WELLS SE3 1GF,1,1,0,1
EG,SE,BRIGHTON,W1048902,W1048897,2026-05-26 02:12:00,2026-05-26 10:47:16,8.59,89 BROAD STREET BRIGHTON SE8 5EE,0,1,0,1
EG,SO,SALISBURY,W1048903,W1048898,2026-05-27 22:52:00,2026-05-28 09:30:20,10.64,2 BROAD STREET SALISBURY SO4 1LA,1,1,0,1
EG,SO,SALISBURY,W1048904,W1048899,2026-05-26 05:02:00,2026-05-26 11:08:19,6.11,102 MILL ROAD SALISBURY SO4 5EE,0,1,0,1
EG,NT,LINCOLN,W1048905,W1048900,2026-05-26 10:15:00,2026-05-26 17:34:35,7.33,54 NEW STREET LINCOLN NT9 1GF,0,1,0,1
EG,SC,DUNDEE,W1048906,W1048905,2026-05-27 21:56:00,2026-05-28 09:56:32,12.01,132 HIGH STREET DUNDEE SC7 2LT,1,0,1,1
EG,SE,BRIGHTON,W1048907,W1048906,2026-05-26 07:27:00,2026-05-26 12:56:12,5.49,15 MILL ROAD BRIGHTON SE4 4BH,1,1,0,1
EG,SC,PAISLEY,W1048908,W1048907,2026-05-27 08:49:00,2026-05-27 22:33:17,13.74,62 MARKET SQUARE PAISLEY SC9 3AB,0,0,1,1
EG,WM,WALSALL,W1048909,W1048907,2026-05-27 02:55:00,2026-05-27 10:24:33,7.49,22 HIGH STREET WALSALL WM7 1GF,1,1,0,1
EG,EA,BEDFORD,W1048910,W1048906,2026-05-26 07:45:00,2026-05-26 15:55:50,8.18,16 BRIDGE ROAD BEDFORD EA1 2EE,0,1,0,1
EG,SO,PORTSMOUTH,W1048911,W1048909,2026-05-27 15:35:00,2026-05-28 02:36:48,11.03,34 KING STREET PORTSMOUTH SO6 5EE,0,1,0,1
EG,NW,STOCKPORT,W1048912,W1048911,2026-05-26 10:02:00,2026-05-27 00:32:36,14.51,33 MILL ROAD STOCKPORT NW9 1AA,1,0,1,1
EG,EA,CAMBRIDGE,W1048913,W1048910,2026-05-27 19:56:00,2026-05-28 06:20:04,10.4,167 HIGH STREET CAMBRIDGE EA3 2EE,0,1,0,1
EG,EA,BEDFORD,W1048914,W1048909,2026-05-27 20:22:00,2026-05-28 02:23:23,6.02,109 NEW STREET BEDFORD EA7 2EE,1,1,0,1
EG,EA,BEDFORD,W1048915,W1048913,2026-05-27 17:05:00,2026-05-28 05:28:26,12.39,143 BROAD STREET BEDFORD EA3 5EE,0,0,1,1
EG,SE,CROYDON,W1048916,W1048912,2026-05-26 15:12:00,2026-05-26 19:47:35,4.59,176 VICTORIA ROAD CROYDON SE5 2LT,0,1,0,1
EG,EA,IPSWICH,W1048917,W1048912,2026-05-26 19:57:00,2026-05-27 10:26:40,14.49,7 HIGH STREET IPSWICH EA7 1LA,0,0,1,1
EG,SO,SOUTHAMPTON,W1048918,W1048914,2026-05-26 20:11:00,2026-05-27 11:01:03,14.83,73 VICTORIA ROAD SOUTHAMPTON SO9 5JZ,1,0,1,1
EG,NT,MANSFIELD,W1048919,W1048914,2026-05-26 02:14:00,2026-05-26 08:05:02,5.85,59 NEW STREET MANSFIELD NT6 2LT,0,1,0,1
EG,NW,BLACKBURN,W1048920,W1048918,2026-05-26 18:29:00,2026-05-27 05:51:36,11.38,45 STATION ROAD BLACKBURN NW1 5JZ,0,1,0,1
EG,SE,BRIGHTON,W1048921,W1048919,2026-05-27 15:49:00,2026-05-28 05:32:00,13.72,75 CHURCH LANE BRIGHTON SE2 1GF,1,0,1,1
EG,SE,MAIDSTONE,W1048922,W1048917,2026-05-27 14:34:00,2026-05-27 19:08:23,4.57,122 BROAD STREET MAIDSTONE SE3 4BH,1,1,0,1
EG,SO,PORTSMOUTH,W1048923,W1048919,2026-05-27 19:53:00,2026-05-28 05:38:20,9.76,123 STATION ROAD PORTSMOUTH SO6 1LA,0,1,0,1
EG,SE,TUNBRIDGE WELLS,W1048924,W1048921,2026-05-26 17:31:00,2026-05-27 01:29:10,7.97,4 CASTLE STREET TUNBRIDGE WELLS SE8 3AB,0,1,0,1
EG,EA,IPSWICH,W1048925,W1048924,2026-05-27 04:06:00,2026-05-27 15:01:53,10.93,20 CHURCH LANE IPSWICH EA6 3BU,0,1,0,1
EG,SE,HORSHAM,W1048926,W1048924,2026-05-26 03:51:00,2026-05-26 16:10:51,12.33,173 PARK AVENUE HORSHAM SE7 5RX,1,0,1,1
EG,EA,CAMBRIDGE,W1048927,W1048926,2026-05-26 09:25:00,2026-05-26 13:45:27,4.34,159 BROAD STREET CAMBRIDGE EA4 4EQ,1,1,0,1
